url,TrackingPrice
https://www.flipkart.com/delite-kom-na-engineered-wood-computer-desk/p/itmf7sfh5zv2k9ma?pid=CPTF7RG6YQ7QHPPC&lid=LSTCPTF7RG6YQ7QHPPCFZDVIQ&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=SEARCH&iid=d1f6308f-2b4a-42ef-9afc-746ffd3d6acf.CPTF7RG6YQ7QHPPC.SEARCH&ppt=sp&ppn=sp&qH=369500d6fef906ae,"4,000"
https://www.flipkart.com/godrej-interio-companion-c3-engineered-wood-computer-desk/p/itmehyn9eh72d6dk?pid=CPTEHYN9ZWFNJRFB&lid=LSTCPTEHYN9ZWFNJRFBPW37YX&marketplace=FLIPKART&srno=s_2_50&otracker=search&otracker1=search&fm=SEARCH&iid=en_HKn5QMDxO1OGa8Jw1NmkFB8QBBt%2BQ1IexkV5LyxPdto3WsFCvKe4SvRgHl%2B3azdItbOPzDrAvwWr4vCs0oDTnw%3D%3D&ppt=sp&ppn=sp&qH=369500d6fef906ae,"12,000"
